"DOCUMENTACIÓN","Tipo de interés. UEM. Mercado monetario. Euríbor. A 12 meses"
"UNIDADES","Porcentaje"
"FRECUENCIA","Diaria"
"CÓDIGO DE IDENTIFICACIÓN","D_DNBAF172"
"NÚMERO SECUENCIAL","-"
"ALIAS","-"
"CÓDIGO DE UNIDADES","Porcentaje"
"03jul17",-0.157
"04jul17",-0.159
"05jul17",-0.160
"06jul17",-0.161
"07jul17",-0.161
"08jul17","-"
"09jul17","-"
"10jul17",-0.156
"11jul17",-0.155
"12jul17",-0.154
"13jul17",-0.151
"14jul17",-0.151
"15jul17","-"
"16jul17","-"
"17jul17",-0.151
"18jul17",-0.151
"19jul17",-0.151
"20jul17",-0.151
"21jul17",-0.152
"22jul17","-"
"23jul17","-"
"24jul17",-0.153
"25jul17",-0.153
"26jul17",-0.153
"27jul17",-0.153
"28jul17",-0.152
"29jul17","-"
"30jul17","-"
"31jul17",-0.151
"01ago17",-0.151
"02ago17",-0.153
"03ago17",-0.152
"04ago17",-0.151
"05ago17","-"
"06ago17","-"
"07ago17",-0.152
"08ago17",-0.152
"09ago17",-0.153
"10ago17",-0.154
"11ago17",-0.156
"12ago17","-"
"13ago17","-"
"14ago17",-0.158
"15ago17",-0.157
"16ago17",-0.157
"17ago17",-0.158
"18ago17",-0.158
"19ago17","-"
"20ago17","-"
"21ago17",-0.158
"22ago17",-0.158
"23ago17",-0.159
"24ago17",-0.159
"25ago17",-0.159
"26ago17","-"
"27ago17","-"
"28ago17",-0.159
"29ago17",-0.160
"30ago17",-0.161
"31ago17",-0.161
"01sep17",-0.161
"02sep17","-"
"03sep17","-"
"04sep17",-0.161
"05sep17",-0.161
"06sep17",-0.163
"07sep17",-0.162
"08sep17",-0.166
"09sep17","-"
"10sep17","-"
"11sep17",-0.168
"12sep17",-0.169
"13sep17",-0.169
"14sep17",-0.171
"15sep17",-0.171
"16sep17","-"
"17sep17","-"
"18sep17",-0.171
"19sep17",-0.171
"20sep17",-0.171
"21sep17",-0.171
"22sep17",-0.171
"23sep17","-"
"24sep17","-"
"25sep17",-0.171
"26sep17",-0.171
"27sep17",-0.171
"28sep17",-0.172
"29sep17",-0.172
"30sep17","-"
"01oct17","-"
"02oct17",-0.172
"03oct17",-0.171
"04oct17",-0.168
"05oct17",-0.171
"06oct17",-0.173
"07oct17","-"
"08oct17","-"
"09oct17",-0.176
"10oct17",-0.181
"11oct17",-0.181
"12oct17",-0.181
"13oct17",-0.181
"14oct17","-"
"15oct17","-"
"16oct17",-0.182
"17oct17",-0.183
"18oct17",-0.183
"19oct17",-0.183
"20oct17",-0.183
"21oct17","-"
"22oct17","-"
"23oct17",-0.183
"24oct17",-0.183
"25oct17",-0.183
"26oct17",-0.183
"27oct17",-0.184
"28oct17","-"
"29oct17","-"
"30oct17",-0.185
"31oct17",-0.185
"01nov17",-0.187
"02nov17",-0.189
"03nov17",-0.191
"04nov17","-"
"05nov17","-"
"06nov17",-0.191
"07nov17",-0.190
"08nov17",-0.191
"09nov17",-0.191
"10nov17",-0.191
"11nov17","-"
"12nov17","-"
"13nov17",-0.191
"14nov17",-0.191
"15nov17",-0.192
"16nov17",-0.192
"17nov17",-0.192
"18nov17","-"
"19nov17","-"
"20nov17",-0.187
"21nov17",-0.186
"22nov17",-0.186
"23nov17",-0.186
"24nov17",-0.186
"25nov17","-"
"26nov17","-"
"27nov17",-0.186
"28nov17",-0.186
"29nov17",-0.187
"30nov17",-0.188
"01dic17",-0.188
"02dic17","-"
"03dic17","-"
"04dic17",-0.190
"05dic17",-0.191
"06dic17",-0.191
"07dic17",-0.190
"08dic17",-0.191
"09dic17","-"
"10dic17","-"
"11dic17",-0.191
"12dic17",-0.191
"13dic17",-0.191
"14dic17",-0.192
"15dic17",-0.193
"16dic17","-"
"17dic17","-"
"18dic17",-0.194
"19dic17",-0.194
"20dic17",-0.188
"21dic17",-0.186
"22dic17",-0.186
"23dic17","-"
"24dic17","-"
"25dic17","-"
"26dic17","-"
"27dic17",-0.186
"28dic17",-0.186
"29dic17",-0.186
"30dic17","-"
"31dic17","-"
"01ene18","-"
"02ene18",-0.186
"03ene18",-0.187
"04ene18",-0.187
"05ene18",-0.187
"06ene18","-"
"07ene18","-"
"08ene18",-0.187
"09ene18",-0.187
"10ene18",-0.186
"11ene18",-0.188
"12ene18",-0.186
"13ene18","-"
"14ene18","-"
"15ene18",-0.187
"16ene18",-0.186
"17ene18",-0.186
"18ene18",-0.191
"19ene18",-0.191
"20ene18","-"
"21ene18","-"
"22ene18",-0.191
"23ene18",-0.191
"24ene18",-0.192
"25ene18",-0.191
"26ene18",-0.191
"27ene18","-"
"28ene18","-"
"29ene18",-0.191
"30ene18",-0.191
"31ene18",-0.191
"01feb18",-0.191
"02feb18",-0.191
"03feb18","-"
"04feb18","-"
"05feb18",-0.191
"06feb18",-0.191
"07feb18",-0.191
"08feb18",-0.191
"09feb18",-0.191
"10feb18","-"
"11feb18","-"
"12feb18",-0.191
"13feb18",-0.191
"14feb18",-0.192
"15feb18",-0.191
"16feb18",-0.192
"17feb18","-"
"18feb18","-"
"19feb18",-0.193
"20feb18",-0.193
"21feb18",-0.191
"22feb18",-0.191
"23feb18",-0.191
"24feb18","-"
"25feb18","-"
"26feb18",-0.190
"27feb18",-0.191
"28feb18",-0.191
"01mar18",-0.191
"02mar18",-0.191
"03mar18","-"
"04mar18","-"
"05mar18",-0.191
"06mar18",-0.191
"07mar18",-0.191
"08mar18",-0.191
"09mar18",-0.191
"10mar18","-"
"11mar18","-"
"12mar18",-0.191
"13mar18",-0.191
"14mar18",-0.191
"15mar18",-0.191
"16mar18",-0.192
"17mar18","-"
"18mar18","-"
"19mar18",-0.192
"20mar18",-0.191
"21mar18",-0.191
"22mar18",-0.191
"23mar18",-0.190
"24mar18","-"
"25mar18","-"
"26mar18",-0.191
"27mar18",-0.191
"28mar18",-0.191
"29mar18",-0.190
"30mar18","-"
"31mar18","-"
"01abr18","-"
"02abr18","-"
"03abr18",-0.190
"04abr18",-0.190
"05abr18",-0.191
"06abr18",-0.191
"07abr18","-"
"08abr18","-"
"09abr18",-0.191
"10abr18",-0.191
"11abr18",-0.190
"12abr18",-0.191
"13abr18",-0.190
"14abr18","-"
"15abr18","-"
"16abr18",-0.189
"17abr18",-0.189
"18abr18",-0.189
"19abr18",-0.189
"20abr18",-0.189
"21abr18","-"
"22abr18","-"
"23abr18",-0.189
"24abr18",-0.189
"25abr18",-0.189
"26abr18",-0.189
"27abr18",-0.189
"28abr18","-"
"29abr18","-"
"30abr18",-0.189
"01may18","-"
"02may18",-0.189
"03may18",-0.189
"04may18",-0.190
"05may18","-"
"06may18","-"
"07may18",-0.189
"08may18",-0.189
"09may18",-0.189
"10may18",-0.189
"11may18",-0.189
"12may18","-"
"13may18","-"
"14may18",-0.190
"15may18",-0.188
"16may18",-0.188
"17may18",-0.188
"18may18",-0.189
"19may18","-"
"20may18","-"
"21may18",-0.187
"22may18",-0.189
"23may18",-0.189
"24may18",-0.187
"25may18",-0.188
"26may18","-"
"27may18","-"
"28may18",-0.186
"29may18",-0.186
"30may18",-0.184
"31may18",-0.184
"01jun18",-0.184
"02jun18","-"
"03jun18","-"
"04jun18",-0.184
"05jun18",-0.182
"06jun18",-0.180
"07jun18",-0.180
"08jun18",-0.180
"09jun18","-"
"10jun18","-"
"11jun18",-0.181
"12jun18",-0.181
"13jun18",-0.181
"14jun18",-0.181
"15jun18",-0.183
"16jun18","-"
"17jun18","-"
"18jun18",-0.184
"19jun18",-0.181
"20jun18",-0.182
"21jun18",-0.182
"22jun18",-0.180
"23jun18","-"
"24jun18","-"
"25jun18",-0.181
"26jun18",-0.181
"27jun18",-0.181
"28jun18",-0.181
"29jun18",-0.181
"30jun18","-"
"01jul18","-"
"02jul18",-0.181
"03jul18",-0.181
"04jul18",-0.181
"05jul18",-0.181
"06jul18",-0.181
"07jul18","-"
"08jul18","-"
"09jul18",-0.181
"10jul18",-0.180
"11jul18",-0.179
"12jul18",-0.179
"13jul18",-0.179
"14jul18","-"
"15jul18","-"
"16jul18",-0.179
"17jul18",-0.179
"18jul18",-0.179
"19jul18",-0.179
"20jul18",-0.179
"21jul18","-"
"22jul18","-"
"23jul18",-0.179
"24jul18",-0.179
"25jul18",-0.179
"26jul18",-0.179
"27jul18",-0.179
"28jul18","-"
"29jul18","-"
"30jul18",-0.179
"31jul18",-0.178
"01ago18",-0.177
"02ago18",-0.176
"03ago18",-0.176
"04ago18","-"
"05ago18","-"
"06ago18",-0.176
"07ago18",-0.176
"08ago18",-0.176
"09ago18",-0.173
"10ago18",-0.169
"11ago18","-"
"12ago18","-"
"13ago18",-0.166
"14ago18",-0.166
"15ago18",-0.166
"16ago18",-0.166
"17ago18",-0.167
"18ago18","-"
"19ago18","-"
"20ago18",-0.167
"21ago18",-0.167
"22ago18",-0.167
"23ago18",-0.167
"24ago18",-0.166
"25ago18","-"
"26ago18","-"
"27ago18",-0.166
"28ago18",-0.166
"29ago18",-0.165
"30ago18",-0.166
"31ago18",-0.166
"01sep18","-"
"02sep18","-"
"03sep18",-0.166
"04sep18",-0.166
"05sep18",-0.167
"06sep18",-0.167
"07sep18",-0.167
"08sep18","-"
"09sep18","-"
"10sep18",-0.167
"11sep18",-0.166
"12sep18",-0.166
"13sep18",-0.168
"14sep18",-0.168
"15sep18","-"
"16sep18","-"
"17sep18",-0.169
"18sep18",-0.168
"19sep18",-0.167
"20sep18",-0.168
"21sep18",-0.168
"22sep18","-"
"23sep18","-"
"24sep18",-0.167
"25sep18",-0.165
"26sep18",-0.164
"27sep18",-0.161
"28sep18",-0.159
"29sep18","-"
"30sep18","-"
"01oct18",-0.158
"02oct18",-0.157
"03oct18",-0.157
"04oct18",-0.159
"05oct18",-0.158
"06oct18","-"
"07oct18","-"
"08oct18",-0.158
"09oct18",-0.156
"10oct18",-0.156
"11oct18",-0.156
"12oct18",-0.157
"13oct18","-"
"14oct18","-"
"15oct18",-0.156
"16oct18",-0.156
"17oct18",-0.156
"18oct18",-0.155
"19oct18",-0.154
"20oct18","-"
"21oct18","-"
"22oct18",-0.151
"23oct18",-0.149
"24oct18",-0.147
"25oct18",-0.147
"26oct18",-0.148
"27oct18","-"
"28oct18","-"
"29oct18",-0.149
"30oct18",-0.149
"31oct18",-0.149
"01nov18",-0.148
"02nov18",-0.148
"03nov18","-"
"04nov18","-"
"05nov18",-0.148
"06nov18",-0.149
"07nov18",-0.149
"08nov18",-0.148
"09nov18",-0.148
"10nov18","-"
"11nov18","-"
"12nov18",-0.148
"13nov18",-0.147
"14nov18",-0.147
"15nov18",-0.147
"16nov18",-0.147
"17nov18","-"
"18nov18","-"
"19nov18",-0.148
"20nov18",-0.148
"21nov18",-0.148
"22nov18",-0.148
"23nov18",-0.147
"24nov18","-"
"25nov18","-"
"26nov18",-0.146
"27nov18",-0.146
"28nov18",-0.146
"29nov18",-0.146
"30nov18",-0.146
"01dic18","-"
"02dic18","-"
"03dic18",-0.143
"04dic18",-0.142
"05dic18",-0.141
"06dic18",-0.140
"07dic18",-0.137
"08dic18","-"
"09dic18","-"
"10dic18",-0.134
"11dic18",-0.131
"12dic18",-0.131
"13dic18",-0.129
"14dic18",-0.128
"15dic18","-"
"16dic18","-"
"17dic18",-0.127
"18dic18",-0.125
"19dic18",-0.124
"20dic18",-0.121
"21dic18",-0.119
"22dic18","-"
"23dic18","-"
"24dic18",-0.118
"25dic18","-"
"26dic18","-"
"27dic18",-0.119
"28dic18",-0.119
"29dic18","-"
"30dic18","-"
"31dic18",-0.117
"01ene19","-"
"02ene19",-0.121
"03ene19",-0.119
"04ene19",-0.119
"05ene19","-"
"06ene19","-"
"07ene19",-0.119
"08ene19",-0.118
"09ene19",-0.118
"10ene19",-0.118
"11ene19",-0.117
"12ene19","-"
"13ene19","-"
"14ene19",-0.118
"15ene19",-0.117
"16ene19",-0.117
"17ene19",-0.118
"18ene19",-0.116
"19ene19","-"
"20ene19","-"
"21ene19",-0.115
"22ene19",-0.115
"23ene19",-0.116
"24ene19",-0.115
"25ene19",-0.114
"26ene19","-"
"27ene19","-"
"28ene19",-0.112
"29ene19",-0.109
"30ene19",-0.109
"31ene19",-0.109
"01feb19",-0.110
"02feb19","-"
"03feb19","-"
"04feb19",-0.109
"05feb19",-0.109
"06feb19",-0.108
"07feb19",-0.108
"08feb19",-0.109
"09feb19","-"
"10feb19","-"
"11feb19",-0.109
"12feb19",-0.110
"13feb19",-0.108
"14feb19",-0.108
"15feb19",-0.108
"16feb19","-"
"17feb19","-"
"18feb19",-0.108
"19feb19",-0.108
"20feb19",-0.108
"21feb19",-0.108
"22feb19",-0.108
"23feb19","-"
"24feb19","-"
"25feb19",-0.108
"26feb19",-0.108
"27feb19",-0.108
"28feb19",-0.108
"01mar19",-0.108
"02mar19","-"
"03mar19","-"
"04mar19",-0.108
"05mar19",-0.108
"06mar19",-0.108
"07mar19",-0.108
"08mar19",-0.109
"09mar19","-"
"10mar19","-"
"11mar19",-0.108
"12mar19",-0.108
"13mar19",-0.109
"14mar19",-0.109
"15mar19",-0.109
"16mar19","-"
"17mar19","-"
"18mar19",-0.109
"19mar19",-0.109
"20mar19",-0.109
"21mar19",-0.108
"22mar19",-0.108
"23mar19","-"
"24mar19","-"
"25mar19",-0.108
"26mar19",-0.108
"27mar19",-0.109
"28mar19",-0.112
"29mar19",-0.112
"30mar19","-"
"31mar19","-"
"01abr19",-0.112
"02abr19",-0.112
"03abr19",-0.112
"04abr19",-0.112
"05abr19",-0.112
"06abr19","-"
"07abr19","-"
"08abr19",-0.112
"09abr19",-0.112
"10abr19",-0.112
"11abr19",-0.112
"12abr19",-0.112
"13abr19","-"
"14abr19","-"
"15abr19",-0.111
"16abr19",-0.112
"17abr19",-0.112
"18abr19",-0.112
"19abr19","-"
"20abr19","-"
"21abr19","-"
"22abr19","-"
"23abr19",-0.112
"24abr19",-0.112
"25abr19",-0.112
"26abr19",-0.113
"27abr19","-"
"28abr19","-"
"29abr19",-0.114
"30abr19",-0.114
"01may19","-"
"02may19",-0.114
"03may19",-0.114
"04may19","-"
"05may19","-"
"06may19",-0.114
"07may19",-0.115
"08may19",-0.117
"09may19",-0.118
"10may19",-0.118
"11may19","-"
"12may19","-"
"13may19",-0.118
"14may19",-0.121
"15may19",-0.125
"16may19",-0.128
"17may19",-0.133
"18may19","-"
"19may19","-"
"20may19",-0.135
"21may19",-0.145
"22may19",-0.145
"23may19",-0.148
"24may19",-0.148
"25may19","-"
"26may19","-"
"27may19",-0.148
"28may19",-0.153
"29may19",-0.158
"30may19",-0.163
"31may19",-0.168
"01jun19","-"
"02jun19","-"
"03jun19",-0.175
"04jun19",-0.177
"05jun19",-0.177
"06jun19",-0.183
"07jun19",-0.175
"08jun19","-"
"09jun19","-"
"10jun19",-0.178
"11jun19",-0.178
"12jun19",-0.173
"13jun19",-0.168
"14jun19",-0.171
"15jun19","-"
"16jun19","-"
"17jun19",-0.177
"18jun19",-0.184
"19jun19",-0.208
"20jun19",-0.211
"21jun19",-0.212
"22jun19","-"
"23jun19","-"
"24jun19",-0.210
"25jun19",-0.210
"26jun19",-0.211
"27jun19",-0.213
"28jun19",-0.214
"29jun19","-"
"30jun19","-"
"01jul19",-0.217
"02jul19",-0.233
"03jul19",-0.243
"04jul19",-0.258
"05jul19",-0.268
"06jul19","-"
"07jul19","-"
"08jul19",-0.258
"09jul19",-0.258
"10jul19",-0.253
"11jul19",-0.277
"12jul19",-0.280
"13jul19","-"
"14jul19","-"
"15jul19",-0.287
"16jul19",-0.286
"17jul19",-0.298
"18jul19",-0.303
"19jul19",-0.308
"20jul19","-"
"21jul19","-"
"22jul19",-0.307
"23jul19",-0.311
"24jul19",-0.321
"25jul19",-0.318
"26jul19",-0.314
"27jul19","-"
"28jul19","-"
"29jul19",-0.314
"30jul19",-0.301
"31jul19",-0.303
"01ago19",-0.300
"02ago19",-0.304
"03ago19","-"
"04ago19","-"
"05ago19",-0.308
"06ago19",-0.319
"07ago19",-0.322
"08ago19",-0.339
"09ago19",-0.343
"10ago19","-"
"11ago19","-"
"12ago19",-0.352
"13ago19",-0.357
"14ago19",-0.350
"15ago19",-0.353
"16ago19",-0.385
"17ago19","-"
"18ago19","-"
"19ago19",-0.398
"20ago19",-0.395
"21ago19",-0.399
"22ago19",-0.386
"23ago19",-0.358
"24ago19","-"
"25ago19","-"
"26ago19",-0.364
"27ago19",-0.369
"28ago19",-0.379
"29ago19",-0.375
"30ago19",-0.383
"31ago19","-"
"01sep19","-"
"02sep19",-0.384
"03sep19",-0.385
"04sep19",-0.379
"05sep19",-0.373
"06sep19",-0.358
"07sep19","-"
"08sep19","-"
"09sep19",-0.360
"10sep19",-0.370
"11sep19",-0.373
"12sep19",-0.373
"13sep19",-0.325
"14sep19","-"
"15sep19","-"
"16sep19",-0.309
"17sep19",-0.304
"18sep19",-0.306
"19sep19",-0.303
"20sep19",-0.298
"21sep19","-"
"22sep19","-"
"23sep19",-0.302
"24sep19",-0.316
"25sep19",-0.325
"26sep19",-0.324
"27sep19",-0.325
"28sep19","-"
"29sep19","-"
"30sep19",-0.330
"01oct19",-0.330
"02oct19",-0.323
"03oct19",-0.328
"04oct19",-0.336
"05oct19","-"
"06oct19","-"
"07oct19",-0.336
"08oct19",-0.330
"09oct19",-0.333
"10oct19",-0.326
"11oct19",-0.303
"12oct19","-"
"13oct19","-"
"14oct19",-0.301
"15oct19",-0.303
"16oct19",-0.299
"17oct19",-0.294
"18oct19",-0.298
"19oct19","-"
"20oct19","-"
"21oct19",-0.294
"22oct19",-0.284
"23oct19",-0.288
"24oct19",-0.288
"25oct19",-0.293
"26oct19","-"
"27oct19","-"
"28oct19",-0.281
"29oct19",-0.280
"30oct19",-0.276
"31oct19",-0.273
"01nov19",-0.281
"02nov19","-"
"03nov19","-"
"04nov19",-0.276
"05nov19",-0.278
"06nov19",-0.269
"07nov19",-0.270
"08nov19",-0.262
"09nov19","-"
"10nov19","-"
"11nov19",-0.263
"12nov19",-0.255
"13nov19",-0.261
"14nov19",-0.266
"15nov19",-0.269
"16nov19","-"
"17nov19","-"
"18nov19",-0.267
"19nov19",-0.271
"20nov19",-0.273
"21nov19",-0.280
"22nov19",-0.277
"23nov19","-"
"24nov19","-"
"25nov19",-0.280
"26nov19",-0.279
"27nov19",-0.278
"28nov19",-0.283
"29nov19",-0.273
"30nov19","-"
"01dic19","-"
"02dic19",-0.270
"03dic19",-0.263
"04dic19",-0.267
"05dic19",-0.269
"06dic19",-0.269
"07dic19","-"
"08dic19","-"
"09dic19",-0.277
"10dic19",-0.269
"11dic19",-0.272
"12dic19",-0.266
"13dic19",-0.263
"14dic19","-"
"15dic19","-"
"16dic19",-0.262
"17dic19",-0.263
"18dic19",-0.269
"19dic19",-0.262
"20dic19",-0.253
"21dic19","-"
"22dic19","-"
"23dic19",-0.250
"24dic19",-0.248
"25dic19","-"
"26dic19","-"
"27dic19",-0.247
"28dic19","-"
"29dic19","-"
"30dic19",-0.240
"31dic19",-0.249
"01ene20","-"
"02ene20",-0.248
"03ene20",-0.238
"04ene20","-"
"05ene20","-"
"06ene20",-0.248
"07ene20",-0.248
"08ene20",-0.251
"09ene20",-0.260
"10ene20",-0.253
"11ene20","-"
"12ene20","-"
"13ene20",-0.246
"14ene20",-0.243
"15ene20",-0.252
"16ene20",-0.251
"17ene20",-0.242
"18ene20","-"
"19ene20","-"
"20ene20",-0.244
"21ene20",-0.243
"22ene20",-0.242
"23ene20",-0.247
"24ene20",-0.258
"25ene20","-"
"26ene20","-"
"27ene20",-0.260
"28ene20",-0.270
"29ene20",-0.269
"30ene20",-0.278
"31ene20",-0.284
"01feb20","-"
"02feb20","-"
"03feb20",-0.290
"04feb20",-0.288
"05feb20",-0.278
"06feb20",-0.270
"07feb20",-0.269
"08feb20","-"
"09feb20","-"
"10feb20",-0.269
"11feb20",-0.276
"12feb20",-0.288
"13feb20",-0.287
"14feb20",-0.293
"15feb20","-"
"16feb20","-"
"17feb20",-0.294
"18feb20",-0.292
"19feb20",-0.288
"20feb20",-0.294
"21feb20",-0.287
"22feb20","-"
"23feb20","-"
"24feb20",-0.284
"25feb20",-0.295
"26feb20",-0.306
"27feb20",-0.303
"28feb20",-0.311
"29feb20","-"
"01mar20","-"
"02mar20",-0.327
"03mar20",-0.362
"04mar20",-0.359
"05mar20",-0.362
"06mar20",-0.348
"07mar20","-"
"08mar20","-"
"09mar20",-0.352
"10mar20",-0.358
"11mar20",-0.339
"12mar20",-0.368
"13mar20",-0.287
"14mar20","-"
"15mar20","-"
"16mar20",-0.268
"17mar20",-0.263
"18mar20",-0.253
"19mar20",-0.221
"20mar20",-0.186
"21mar20","-"
"22mar20","-"
"23mar20",-0.191
"24mar20",-0.189
"25mar20",-0.176
"26mar20",-0.148
"27mar20",-0.153
"28mar20","-"
"29mar20","-"
"30mar20",-0.163
"31mar20",-0.171
"01abr20",-0.168
"02abr20",-0.153
"03abr20",-0.149
"04abr20","-"
"05abr20","-"
"06abr20",-0.134
"07abr20",-0.122
"08abr20",-0.090
"09abr20",-0.087
"10abr20","-"
"11abr20","-"
"12abr20","-"
"13abr20","-"
"14abr20",-0.105
"15abr20",-0.110
"16abr20",-0.098
"17abr20",-0.105
"18abr20","-"
"19abr20","-"
"20abr20",-0.091
"21abr20",-0.078
"22abr20",-0.053
"23abr20",-0.066
"24abr20",-0.083
"25abr20","-"
"26abr20","-"
"27abr20",-0.109
"28abr20",-0.114
"29abr20",-0.131
"30abr20",-0.118
"01may20","-"
"02may20","-"
"03may20","-"
"04may20",-0.108
"05may20",-0.108
"06may20",-0.088
"07may20",-0.078
"08may20",-0.075
"09may20","-"
"10may20","-"
"11may20",-0.085
"12may20",-0.073
"13may20",-0.068
"14may20",-0.078
"15may20",-0.078
"16may20","-"
"17may20","-"
"18may20",-0.084
"19may20",-0.075
"20may20",-0.058
"21may20",-0.078
"22may20",-0.093
"23may20","-"
"24may20","-"
"25may20",-0.083
"26may20",-0.078
"27may20",-0.076
"28may20",-0.078
"29may20",-0.085
"30may20","-"
"31may20","-"
"01jun20",-0.103
"02jun20",-0.107
"03jun20",-0.105
"04jun20",-0.112
"05jun20",-0.120
"06jun20","-"
"07jun20","-"
"08jun20",-0.120
"09jun20",-0.133
"10jun20",-0.118
"11jun20",-0.118
"12jun20",-0.124
"13jun20","-"
"14jun20","-"
"15jun20",-0.135
"16jun20",-0.135
"17jun20",-0.130
"18jun20",-0.147
"19jun20",-0.169
"20jun20","-"
"21jun20","-"
"22jun20",-0.179
"23jun20",-0.188
"24jun20",-0.184
"25jun20",-0.188
"26jun20",-0.199
"27jun20","-"
"28jun20","-"
"29jun20",-0.205
"30jun20",-0.225
"01jul20",-0.233
"02jul20",-0.237
"03jul20",-0.238
"04jul20","-"
"05jul20","-"
"06jul20",-0.243
"07jul20",-0.258
"08jul20",-0.263
"09jul20",-0.263
"10jul20",-0.284
"11jul20","-"
"12jul20","-"
"13jul20",-0.280
"14jul20",-0.271
"15jul20",-0.273
"16jul20",-0.282
"17jul20",-0.290
"18jul20","-"
"19jul20","-"
"20jul20",-0.279
"21jul20",-0.280
"22jul20",-0.283
"23jul20",-0.286
"24jul20",-0.292
"25jul20","-"
"26jul20","-"
"27jul20",-0.288
"28jul20",-0.307
"29jul20",-0.323
"30jul20",-0.328
"31jul20",-0.333
"01ago20","-"
"02ago20","-"
"03ago20",-0.336
"04ago20",-0.338
"05ago20",-0.344
"06ago20",-0.340
"07ago20",-0.350
"08ago20","-"
"09ago20","-"
"10ago20",-0.350
"11ago20",-0.356
"12ago20",-0.353
"13ago20",-0.351
"14ago20",-0.353
"15ago20","-"
"16ago20","-"
"17ago20",-0.355
"18ago20",-0.365
"19ago20",-0.366
"20ago20",-0.372
"21ago20",-0.376
"22ago20","-"
"23ago20","-"
"24ago20",-0.377
"25ago20",-0.373
"26ago20",-0.366
"27ago20",-0.364
"28ago20",-0.369
"29ago20","-"
"30ago20","-"
"31ago20",-0.383
"01sep20",-0.373
"02sep20",-0.389
"03sep20",-0.394
"04sep20",-0.401
"05sep20","-"
"06sep20","-"
"07sep20",-0.401
"08sep20",-0.402
"09sep20",-0.408
"10sep20",-0.401
"11sep20",-0.395
"12sep20","-"
"13sep20","-"
"14sep20",-0.403
"15sep20",-0.415
"16sep20",-0.419
"17sep20",-0.423
"18sep20",-0.429
"19sep20","-"
"20sep20","-"
"21sep20",-0.433
"22sep20",-0.438
"23sep20",-0.431
"24sep20",-0.433
"25sep20",-0.433
"26sep20","-"
"27sep20","-"
"28sep20",-0.427
"29sep20",-0.430
"30sep20",-0.443
"01oct20",-0.442
"02oct20",-0.449
"03oct20","-"
"04oct20","-"
"05oct20",-0.458
"06oct20",-0.460
"07oct20",-0.463
"08oct20",-0.455
"09oct20",-0.463
"10oct20","-"
"11oct20","-"
"12oct20",-0.468
"13oct20",-0.467
"14oct20",-0.468
"15oct20",-0.472
"16oct20",-0.468
"17oct20","-"
"18oct20","-"
"19oct20",-0.470
"20oct20",-0.473
"21oct20",-0.471
"22oct20",-0.467
"23oct20",-0.464
"24oct20","-"
"25oct20","-"
"26oct20",-0.463
"27oct20",-0.465
"28oct20",-0.475
"29oct20",-0.482
"30oct20",-0.489
"31oct20","-"
"01nov20","-"
"02nov20",-0.486
"03nov20",-0.486
"04nov20",-0.486
"05nov20",-0.483
"06nov20",-0.483
"07nov20","-"
"08nov20","-"
"09nov20",-0.483
"10nov20",-0.472
"11nov20",-0.473
"12nov20",-0.468
"13nov20",-0.469
"14nov20","-"
"15nov20","-"
"16nov20",-0.476
"17nov20",-0.474
"18nov20",-0.483
"19nov20",-0.483
"20nov20",-0.483
"21nov20","-"
"22nov20","-"
"23nov20",-0.484
"24nov20",-0.482
"25nov20",-0.482
"26nov20",-0.483
"27nov20",-0.487
"28nov20","-"
"29nov20","-"
"30nov20",-0.487
"01dic20",-0.487
"02dic20",-0.486
"03dic20",-0.488
"04dic20",-0.490
"05dic20","-"
"06dic20","-"
"07dic20",-0.499
"08dic20",-0.504
"09dic20",-0.507
"10dic20",-0.504
"11dic20",-0.499
"12dic20","-"
"13dic20","-"
"14dic20",-0.505
"15dic20",-0.503
"16dic20",-0.499
"17dic20",-0.495
"18dic20",-0.498
"19dic20","-"
"20dic20","-"
"21dic20",-0.492
"22dic20",-0.493
"23dic20",-0.495
"24dic20",-0.494
"25dic20","-"
"26dic20","-"
"27dic20","-"
"28dic20",-0.495
"29dic20",-0.495
"30dic20",-0.499
"31dic20",-0.499
"01ene21","-"
"02ene21","-"
"03ene21","-"
"04ene21",-0.502
"05ene21",-0.503
"06ene21",-0.509
"07ene21",-0.509
"08ene21",-0.510
"09ene21","-"
"10ene21","-"
"11ene21",-0.503
"12ene21",-0.506
"13ene21",-0.498
"14ene21",-0.505
"15ene21",-0.508
"16ene21","-"
"17ene21","-"
"18ene21",-0.503
"19ene21",-0.502
"20ene21",-0.506
"21ene21",-0.505
"22ene21",-0.498
"23ene21","-"
"24ene21","-"
"25ene21",-0.493
"26ene21",-0.504
"27ene21",-0.505
"28ene21",-0.513
"29ene21",-0.512
"30ene21","-"
"31ene21","-"
"01feb21",-0.511
"02feb21",-0.515
"03feb21",-0.507
"04feb21",-0.508
"05feb21",-0.504
"06feb21","-"
"07feb21","-"
"08feb21",-0.503
"09feb21",-0.503
"10feb21",-0.503
"11feb21",-0.502
"12feb21",-0.502
"13feb21","-"
"14feb21","-"
"15feb21",-0.505
"16feb21",-0.500
"17feb21",-0.498
"18feb21",-0.498
"19feb21",-0.494
"20feb21","-"
"21feb21","-"
"22feb21",-0.494
"23feb21",-0.496
"24feb21",-0.494
"25feb21",-0.497
"26feb21",-0.483
"27feb21","-"
"28feb21","-"
"01mar21",-0.478
"02mar21",-0.488
