fecha,morosidad,paro,paro_lag_12,euribor,inflacion_interanual,pred_morosidad_m1,pred_morosidad_m2
2017-04-01,8.85,17.22,20.0,-0.119,2.553761725480164,8.202193619003879,7.845776491079716
2017-05-01,8.74,17.22,20.0,-0.1272272727272727,1.935696787377994,8.202193619003879,8.000853752578896
2017-06-01,8.41,17.22,20.0,-0.1490909090909091,1.5098296861575822,8.202193619003879,8.105419826994202
2017-07-01,8.48,16.38,18.91,-0.1540952380952381,1.5476251081810275,7.474884667256119,7.379266794956211
2017-08-01,8.49,16.38,18.91,-0.1563478260869565,1.6193611531275076,7.474884667256119,7.360814658239141
2017-09-01,8.33,16.38,18.91,-0.1682857142857143,1.7908664539827202,7.474884667256119,7.315774174554905
2017-10-01,8.22,16.55,18.63,-0.1797727272727272,1.5695687141851875,7.288053009926419,7.186194294083279
2017-11-01,8.07,16.55,18.63,-0.1889545454545454,1.665331062806774,7.288053009926419,7.160689953377815
2017-12-01,7.79,16.55,18.63,-0.1897368421052631,1.1115536856780128,7.288053009926419,7.300567597850156
2018-01-01,7.85,16.74,18.75,-0.1886818181818181,0.5744968458996746,7.368123720210575,7.515291790331946
2018-02-01,7.81,16.74,18.75,-0.19125,1.0740126620440105,7.368123720210575,7.388657598860682
2018-03-01,6.8,16.74,18.75,-0.191,1.2136898180721722,7.368123720210575,7.353384234872927
2018-04-01,6.77,15.28,17.22,-0.1897,1.0801931405246767,6.347222164087575,6.382438199348126
2018-05-01,6.68,15.28,17.22,-0.188,2.0520994172436025,6.347222164087575,6.136992306724741
2018-06-01,6.39,15.28,17.22,-0.1814761904761904,2.2740002240394297,6.347222164087575,6.081819892530809
2018-07-01,6.35,14.55,16.38,-0.1795454545454545,2.247205093497784,5.786727192098476,5.537169452398769
2018-08-01,6.34,14.55,16.38,-0.1692608695652174,2.1889501794939203,5.786727192098476,5.553348122577489
2018-09-01,6.18,14.55,16.38,-0.1662,2.261319081986879,5.786727192098476,5.535486452748012
2018-10-01,6.09,14.45,16.55,-0.1538260869565217,2.2629137024435364,5.900160698334367,5.6484838652455
2018-11-01,6.01,14.45,16.55,-0.1474090909090909,1.6860851787077855,5.900160698334367,5.795205348198832
2018-12-01,5.81,14.45,16.55,-0.1286842105263158,1.1842769386071872,5.900160698334367,5.924700925654488
2019-01-01,5.88,14.7,16.74,-0.1158636363636363,0.9794038952149808,6.026939322950946,6.1030895500829985
2019-02-01,5.83,14.7,16.74,-0.1084,1.089941960901286,6.026939322950946,6.076201007944593
2019-03-01,5.73,14.7,16.74,-0.1087619047619047,1.3381662901263525,6.026939322950946,6.013401826986746
2019-04-01,5.7,14.02,15.28,-0.1122,1.5204865556978309,5.0527456811603715,5.007926672953547
2019-05-01,5.65,14.02,15.28,-0.1339090909090909,0.8089706671872587,5.0527456811603715,5.184723086163768
2019-06-01,5.36,14.02,15.28,-0.1902499999999999,0.4283801874163329,5.0527456811603715,5.272974392409916
2019-07-01,5.23,13.92,14.55,-0.2833043478260869,0.5270835120922746,4.565648860265084,4.755430259196011
2019-08-01,5.23,13.92,14.55,-0.3562727272727273,0.3280414213496119,4.565648860265084,4.795439979636022
2019-09-01,5.14,13.92,14.55,-0.3391428571428571,0.0830311244612191,4.565648860265084,4.859794914123359
2019-10-01,5.1,13.78,14.45,-0.3042173913043478,0.1282454569651925,4.498923268361618,4.787619811376278
