fecha,morosidad,euribor,ipc,inflacion_interanual,paro,paro_lag_6,paro_lag_12,euribor_lag_6,euribor_lag_12
2018-03-01,6.8,-0.191,80.558,1.2136898180721722,16.74,16.38,18.75,-0.1682857142857143,-0.1096086956521739
2018-04-01,6.77,-0.1897,81.224,1.0801931405246767,15.28,16.55,17.22,-0.17977272727272728,-0.119
2018-05-01,6.68,-0.188,81.956,2.0520994172436025,15.28,16.55,17.22,-0.18895454545454546,-0.12722727272727272
2018-06-01,6.39,-0.18147619047619049,82.17,2.2740002240394297,15.28,16.55,17.22,-0.18973684210526315,-0.1490909090909091
2018-07-01,6.35,-0.17954545454545454,81.581,2.247205093497784,14.55,16.74,16.38,-0.18868181818181817,-0.1540952380952381
2018-08-01,6.34,-0.1692608695652174,81.697,2.1889501794939203,14.55,16.74,16.38,-0.19125,-0.15634782608695652
2018-09-01,6.18,-0.16620000000000001,81.897,2.261319081986879,14.55,16.74,16.38,-0.191,-0.1682857142857143
2018-10-01,6.09,-0.15382608695652172,82.654,2.2629137024435364,14.45,15.28,16.55,-0.1897,-0.17977272727272728
2018-11-01,6.01,-0.1474090909090909,82.563,1.6860851787077857,14.45,15.28,16.55,-0.188,-0.18895454545454546
2018-12-01,5.81,-0.1286842105263158,82.193,1.1842769386071872,14.45,15.28,16.55,-0.18147619047619049,-0.18973684210526315
2019-01-01,5.88,-0.11586363636363636,81.142,0.9794038952149808,14.7,14.55,16.74,-0.17954545454545454,-0.18868181818181817
2019-02-01,5.83,-0.10840000000000001,81.34,1.0899419609012861,14.7,14.55,16.74,-0.1692608695652174,-0.19125
2019-03-01,5.73,-0.10876190476190475,81.636,1.3381662901263525,14.7,14.55,16.74,-0.16620000000000001,-0.191
2019-04-01,5.7,-0.11220000000000001,82.459,1.5204865556978309,14.02,14.45,15.28,-0.15382608695652172,-0.1897
2019-05-01,5.65,-0.13390909090909092,82.619,0.8089706671872587,14.02,14.45,15.28,-0.1474090909090909,-0.188
2019-06-01,5.36,-0.19024999999999997,82.522,0.4283801874163329,14.02,14.45,15.28,-0.1286842105263158,-0.18147619047619049
2019-07-01,5.23,-0.28330434782608693,82.011,0.5270835120922746,13.92,14.7,14.55,-0.11586363636363636,-0.17954545454545454
2019-08-01,5.23,-0.3562727272727273,81.965,0.3280414213496119,13.92,14.7,14.55,-0.10840000000000001,-0.1692608695652174
2019-09-01,5.14,-0.33914285714285713,81.965,0.08303112446121919,13.92,14.7,14.55,-0.10876190476190475,-0.16620000000000001
2019-10-01,5.1,-0.30421739130434783,82.76,0.12824545696519252,13.78,14.02,14.45,-0.11220000000000001,-0.15382608695652172
2019-11-01,5.0,-0.27195238095238095,82.9,0.40817315262284826,13.78,14.02,14.45,-0.13390909090909092,-0.1474090909090909
2019-12-01,4.79,-0.26139999999999997,82.84,0.7871716569537668,13.78,14.02,14.45,-0.19024999999999997,-0.1286842105263158
2020-01-01,4.85,-0.2534090909090909,82.032,1.0968425722806874,14.41,13.92,14.7,-0.28330434782608693,-0.11586363636363636
2020-02-01,4.82,-0.28809999999999997,81.935,0.731497418244409,14.41,13.92,14.7,-0.3562727272727273,-0.10840000000000001
2020-03-01,4.8,-0.26563636363636367,81.621,-0.018374246655883386,14.41,13.92,14.7,-0.33914285714285713,-0.10876190476190475
2020-04-01,4.75,-0.1082,81.868,-0.7167198243975936,15.33,13.78,14.02,-0.30421739130434783,-0.11220000000000001
2020-05-01,4.73,-0.08135,81.863,-0.9150437550684454,15.33,13.78,14.02,-0.27195238095238095,-0.13390909090909092
2020-06-01,4.67,-0.14745454545454545,82.24,-0.3417270546036355,15.33,13.78,14.02,-0.26139999999999997,-0.19024999999999997
2020-07-01,4.72,-0.2788695652173913,81.502,-0.6206484495982267,16.26,14.41,13.92,-0.2534090909090909,-0.28330434782608693
2020-08-01,4.74,-0.3589047619047619,81.54,-0.5185139998779897,16.26,14.41,13.92,-0.28809999999999997,-0.3562727272727273
2020-09-01,4.58,-0.4145909090909091,81.662,-0.3696699810894821,16.26,14.41,13.92,-0.26563636363636367,-0.33914285714285713
2020-10-01,4.57,-0.466,82.09,-0.8095698405026552,16.13,15.33,13.78,-0.1082,-0.30421739130434783
2020-11-01,4.57,-0.4806190476190476,82.225,-0.814234016887827,16.13,15.33,13.78,-0.08135,-0.27195238095238095
2020-12-01,4.51,-0.49663636363636365,82.4,-0.5311443746982114,16.13,15.33,13.78,-0.14745454545454545,-0.26139999999999997
2021-01-01,4.54,-0.5046999999999999,82.407,0.45713867758923055,16.14,16.26,14.41,-0.2788695652173913,-0.2534090909090909
